id,capacity,address3,postalCode,stateName,latitude,longitude
f1ceb3d4-4323-49c2-819f-8e255c836d10,9.24,,80200,Johor,1.574126992,103.7622949
f2bf0532-1e20-4b9e-b5a3-2814ff676b3d,167.8,,83700,Johor,1.969626,103.098373
f5762899-0bff-4e7a-90f8-bd111ddbb62c,10,Muar,84000,Johor,2.0452778,102.6388889
f58b3d9e-7405-4c01-98a6-a88269895fe8,237.08,,84600,Johor,2.2462489,102.6690262
f5ad0ff7-b20a-49bd-90cc-b46a7acf412e,3.3,,81100,Johor,1.538617724,103.8120455
f6ccde75-7732-44d4-92a7-0f2f5eeaaadd,17.835,KULAI,81000,Johor,1.653164064,103.6407791
f7c39943-8236-426e-984d-4e189915440b,183.5,,81700,Johor,2.0708041,103.865327
f853db5c-ee58-4502-9121-a1e21b64978e,4.5,ISKANDAR PUTERI,79000,Johor,1.428356316,103.6507731
f8a160f7-cbc2-4662-89ab-a5fa3bc79d65,7.38,JOHOR BAHRU,81300,Johor,1.506928553,103.6780328
f93771fc-c020-4784-96c4-64cb9a14c090,457.435,,79200,Johor,1.455967,103.601822
fa06834a-02b4-42a2-a5cb-4a348d9566a9,412.565,Nusajaya,79250,Johor,1.4788714,103.6365662
fa9b71ef-6f61-4318-a2ad-fbcec15fbeba,250.7,SENAI,81400,Johor,1.5969168,103.6785128
fcea4141-e370-4ef0-bbf8-690f559a6cbf,629.925,SENAI,81400,Johor,1.6255379,103.6620915
fd600285-0989-41bb-9aa4-b14daf4d755b,2,ALOR SETAR,6550,Johor,6.1749086,100.375268
ff4679a6-a746-46c6-9f9c-658c6169377d,811.41,Johor Bahru,79200,Johor,1.4708869,103.599422
ff9851b4-5abd-449e-989f-9b6f33b3239d,573.52,LABIS,85300,Johor,2.2530156,103.0417538
ffcf37b2-fc6b-4c54-ba8e-8f0c6cc7be21,7.38,KULAI,81000,Johor,1.666426,103.568984
